
="",="(0.271)",="(0.194)",="(0.198)",="(0.268)",="(0.307)",="(0.113)",="(0.206)",="(0.184)",="(0.261)",="(0.158)",="(0.0554)",="(0.116)",="(0.594)",="(0.128)",="(0.103)",="(0.129)",="(0.134)",="(0.104)",="(0.131)",="(1.464)",="(0.497)",="(0.452)",="(0.266)",="(0.337)",="(0.736)",="(0.248)",="(0.360)",="(0.289)",="(0.286)",="(0.333)",="(0.0872)",="(0.568)"

="6.act",="0.267*",="0.170***",="0.444",="0.674",="0.609",="0.0803***",="0.409",="0.404*",="0.302**",="0.353*",="0.283***",="0.162***",="0.736",="0.251**",="0.144***",="0.209***",="0.330**",="0.225**",="0.425*",="1.079",="0.891",="0.953",="0.614",="0.319*",="0.279*",="0.605",="0.622",="0.405",="0.392",="0.277*",="0.176***",="1.438"
="",="(0.168)",="(0.0811)",="(0.189)",="(0.310)",="(0.339)",="(0.0510)",="(0.203)",="(0.163)",="(0.123)",="(0.143)",="(0.0983)",="(0.0820)",="(0.377)",="(0.108)",="(0.0657)",="(0.0994)",="(0.132)",="(0.128)",="(0.164)",="(0.628)",="(0.375)",="(0.344)",="(0.236)",="(0.160)",="(0.153)",="(0.288)",="(0.359)",="(0.257)",="(0.255)",="(0.166)",="(0.0877)",="(0.745)"

="7.act",="0.245*",="0.175***",="0.194***",="0.371*",="0.295",="0.197**",="0.163**",="0.160***",="0.185**",="0.172***",="0.0891***",="0.253**",="0.494",="0.175***",="0.169***",="0.216**",="0.315*",="0.158***",="0.232**",="1.251",="0.792",="0.459",="0.478",="0.567",="1.078",="0.485",="0.191*",="0.483",="0.456",="0.989",="0.167***",="1.353"
="",="(0.141)",="(0.0856)",="(0.0966)",="(0.181)",="(0.187)",="(0.0973)",="(0.0944)",="(0.0790)",="(0.0966)",="(0.0810)",="(0.0485)",="(0.117)",="(0.278)",="(0.0911)",="(0.0809)",="(0.104)",="(0.146)",="(0.0878)",="(0.115)",="(0.759)",="(0.363)",="(0.188)",="(0.193)",="(0.270)",="(0.494)",="(0.236)",="(0.153)",="(0.262)",="(0.279)",="(0.510)",="(0.0855)",="(0.707)"

="8.act",="0.691",="0.263**",="0.335*",="0.415",="0.546",="0.266**",="0.286**",="0.315**",="0.287*",="0.178***",="0.149***",="0.198***",="0.961",="0.338*",="0.280**",="0.140***",="0.241**",="0.392*",="0.457*",="1.341",="0.740",="0.695",="0.311**",="0.298*",="0.253**",="0.340*",="1.108",="0.992",="0.329",="0.248*",="0.236***",="0.810"
="",="(0.358)",="(0.130)",="(0.152)",="(0.191)",="(0.281)",="(0.115)",="(0.131)",="(0.135)",="(0.142)",="(0.0846)",="(0.0539)",="(0.0903)",="(0.483)",="(0.152)",="(0.118)",="(0.0824)",="(0.106)",="(0.185)",="(0.181)",="(0.745)",="(0.318)",="(0.262)",="(0.125)",="(0.148)",="(0.129)",="(0.184)",="(0.578)",="(0.461)",="(0.189)",="(0.156)",="(0.0897)",="(0.441)"

="9.act",="0.261",="0.189*",="0.616",="0.563",="1.029",="0.689",="0.511",="0.258*",="0.783",="0.0560**",="0.109**",="0.246*",="0.920",="0.363",="0.266*",="0.660",="0.448",="0.735",="0.531",="2.347",="0.998",="2.881**",="1.352",="1.213",="1.829",="1.632",="0.973",="1.166",="0.479",="0.505",="0.405",="1.922"
="",="(0.194)",="(0.129)",="(0.374)",="(0.366)",="(0.584)",="(0.359)",="(0.334)",="(0.148)",="(0.393)",="(0.0584)",="(0.0898)",="(0.150)",="(0.660)",="(0.233)",="(0.150)",="(0.315)",="(0.226)",="(0.417)",="(0.247)",="(1.435)",="(0.465)",="(1.125)",="(0.595)",="(0.620)",="(1.048)",="(0.999)",="(0.748)",="(0.717)",="(0.345)",="(0.341)",="(0.228)",="(1.154)"

="N",="9322",="9242",="8962",="8981",="8910",="8803",="8742",="8668",="8804",="8677",="8592",="8586",="8621",="8655",="8600",="8756",="8864",="8752",="8520",="8365",="7992",="7451",="7245",="7101",="6684",="6280",="5946",="5974",="5987",="6083",="5923",="5776"

="Exponentiated coefficients; Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
