DATAFLOW,LAST UPDATE,freq,s_adj,nace_r2,sizeclas,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2013-Q4,53909,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2014-Q1,54965,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2014-Q2,55235,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2014-Q3,57660,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2014-Q4,56266,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2015-Q1,58706,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2015-Q2,60103,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2015-Q3,62172,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2015-Q4,58867,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2016-Q1,69029,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2016-Q2,75852,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2016-Q3,68057,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2016-Q4,67462,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2017-Q1,78357,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2017-Q2,82826,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2017-Q3,82545,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2017-Q4,74738,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2018-Q1,101513,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2018-Q2,98494,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2018-Q3,96888,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2018-Q4,91099,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2019-Q1,98745,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2019-Q2,107531,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2019-Q3,104182,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2019-Q4,101011,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2020-Q1,103004,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2020-Q2,74348,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2020-Q3,86750,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2020-Q4,76008,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2021-Q1,100040,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,ES,2021-Q2,119213,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2016-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2016-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2016-Q3,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2016-Q4,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2017-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2017-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2017-Q3,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2017-Q4,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2018-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2018-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2018-Q3,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2018-Q4,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2019-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2019-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2019-Q3,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2019-Q4,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2020-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2020-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2020-Q3,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2020-Q4,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2021-Q1,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,IT,2021-Q2,,c
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2001-Q1,213700,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2001-Q2,217000,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2001-Q3,170200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2001-Q4,163400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2002-Q1,175600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2002-Q2,160100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2002-Q3,115300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2002-Q4,120500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2003-Q1,122000,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2003-Q2,123600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2003-Q3,81000,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2003-Q4,93800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2004-Q1,118700,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2004-Q2,133300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2004-Q3,107800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2004-Q4,118900,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2005-Q1,150500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2005-Q2,151300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2005-Q3,150400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2005-Q4,155100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2006-Q1,188700,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2006-Q2,218200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2006-Q3,216400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2006-Q4,218500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2007-Q1,235400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2007-Q2,246600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2007-Q3,234800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2007-Q4,237800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2008-Q1,247200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2008-Q2,253300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2008-Q3,236500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2008-Q4,188100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2009-Q1,154400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2009-Q2,136500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2009-Q3,122900,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2009-Q4,118500,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2010-Q1,114800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2010-Q2,123600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2010-Q3,122200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2010-Q4,123300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2011-Q1,134200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2011-Q2,142100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2011-Q3,129300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2011-Q4,115700,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2012-Q1,116800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2012-Q2,114600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2012-Q3,104600,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2012-Q4,94400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2013-Q1,96000,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2013-Q2,95300,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2013-Q3,92800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2013-Q4,90100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2014-Q1,104800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2014-Q2,111700,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2014-Q3,111226,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2014-Q4,112068,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2015-Q1,126027,p
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2015-Q2,135195,p
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2015-Q3,129945,p
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2015-Q4,135353,p
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2016-Q1,151824,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2016-Q2,160540,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2016-Q3,158093,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2016-Q4,162462,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2017-Q1,186951,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2017-Q2,211156,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2017-Q3,208363,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2017-Q4,216974,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2018-Q1,235701,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2018-Q2,258151,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2018-Q3,255843,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2018-Q4,252782,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2019-Q1,276107,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2019-Q2,290900,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2019-Q3,281100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2019-Q4,278900,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2020-Q1,219400,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2020-Q2,198100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2020-Q3,213200,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2020-Q4,211800,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2021-Q1,246100,
ESTAT:JVS_Q_NACE2(1.0),16/06/22 11:00:00,Q,NSA,B-S,TOTAL,JOBVAC,NL,2021-Q2,330800,
